,date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
412,1990-06-08,Argentina,0,1,Cameroon,True,,,FIFA World Cup,1990
413,1990-06-09,Italy,1,0,Austria,False,,,FIFA World Cup,1990
414,1990-06-09,Russia,0,2,Romania,True,,,FIFA World Cup,1990
415,1990-06-09,United Arab Emirates,0,2,Colombia,True,,,FIFA World Cup,1990
416,1990-06-10,Brazil,2,1,Sweden,True,,,FIFA World Cup,1990
417,1990-06-10,Germany,4,1,Yugoslavia,True,,,FIFA World Cup,1990
418,1990-06-10,United States,1,5,Czechoslovakia,True,,,FIFA World Cup,1990
419,1990-06-11,Costa Rica,1,0,Scotland,True,,,FIFA World Cup,1990
420,1990-06-11,England,1,1,Republic of Ireland,True,,,FIFA World Cup,1990
421,1990-06-12,Belgium,2,0,South Korea,True,,,FIFA World Cup,1990
422,1990-06-12,Netherlands,1,1,Egypt,True,,,FIFA World Cup,1990
423,1990-06-13,Argentina,2,0,Russia,True,,,FIFA World Cup,1990
424,1990-06-13,Uruguay,0,0,Spain,True,,,FIFA World Cup,1990
425,1990-06-14,Cameroon,2,1,Romania,True,,,FIFA World Cup,1990
426,1990-06-14,Italy,1,0,United States,False,,,FIFA World Cup,1990
427,1990-06-14,Yugoslavia,1,0,Colombia,True,,,FIFA World Cup,1990
428,1990-06-15,Austria,0,1,Czechoslovakia,True,,,FIFA World Cup,1990
429,1990-06-15,Germany,5,1,United Arab Emirates,True,,,FIFA World Cup,1990
430,1990-06-16,Brazil,1,0,Costa Rica,True,,,FIFA World Cup,1990
431,1990-06-16,England,0,0,Netherlands,True,,,FIFA World Cup,1990
432,1990-06-16,Sweden,1,2,Scotland,True,,,FIFA World Cup,1990
433,1990-06-17,Belgium,3,1,Uruguay,True,,,FIFA World Cup,1990
434,1990-06-17,Republic of Ireland,0,0,Egypt,True,,,FIFA World Cup,1990
435,1990-06-17,South Korea,1,3,Spain,True,,,FIFA World Cup,1990
436,1990-06-18,Argentina,1,1,Romania,True,,,FIFA World Cup,1990
437,1990-06-18,Cameroon,0,4,Russia,True,,,FIFA World Cup,1990
438,1990-06-19,Austria,2,1,United States,True,,,FIFA World Cup,1990
439,1990-06-19,Germany,1,1,Colombia,True,,,FIFA World Cup,1990
440,1990-06-19,Italy,2,0,Czechoslovakia,False,,,FIFA World Cup,1990
441,1990-06-19,Yugoslavia,4,1,United Arab Emirates,True,,,FIFA World Cup,1990
442,1990-06-20,Brazil,1,0,Scotland,True,,,FIFA World Cup,1990
443,1990-06-20,Sweden,1,2,Costa Rica,True,,,FIFA World Cup,1990
444,1990-06-21,Belgium,1,2,Spain,True,,,FIFA World Cup,1990
445,1990-06-21,England,1,0,Egypt,True,,,FIFA World Cup,1990
446,1990-06-21,Republic of Ireland,1,1,Netherlands,True,,,FIFA World Cup,1990
447,1990-06-21,South Korea,0,1,Uruguay,True,,,FIFA World Cup,1990
448,1990-06-23,Cameroon,2,1,Colombia,True,,,FIFA World Cup,1990
449,1990-06-23,Czechoslovakia,4,1,Costa Rica,True,,,FIFA World Cup,1990
450,1990-06-24,Brazil,0,1,Argentina,True,,,FIFA World Cup,1990
451,1990-06-24,Germany,2,1,Netherlands,True,,,FIFA World Cup,1990
452,1990-06-25,Republic of Ireland,0,0,Romania,True,,,FIFA World Cup,1990
453,1990-06-25,Italy,2,0,Uruguay,False,,,FIFA World Cup,1990
454,1990-06-26,England,1,0,Belgium,True,,,FIFA World Cup,1990
455,1990-06-26,Spain,1,2,Yugoslavia,True,,,FIFA World Cup,1990
456,1990-06-30,Italy,1,0,Republic of Ireland,False,,,FIFA World Cup,1990
457,1990-06-30,Yugoslavia,0,0,Argentina,True,,,FIFA World Cup,1990
458,1990-07-01,Cameroon,2,3,England,True,,,FIFA World Cup,1990
459,1990-07-01,Germany,1,0,Czechoslovakia,True,,,FIFA World Cup,1990
460,1990-07-03,Italy,1,1,Argentina,False,,,FIFA World Cup,1990
461,1990-07-04,Germany,1,1,England,True,,,FIFA World Cup,1990
462,1990-07-07,Italy,2,1,England,False,,,FIFA World Cup,1990
463,1990-07-08,Germany,1,0,Argentina,True,,,FIFA World Cup,1990
464,1994-06-17,Germany,1,0,Bolivia,True,,,FIFA World Cup,1994
465,1994-06-17,Spain,2,2,South Korea,True,,,FIFA World Cup,1994
466,1994-06-18,Colombia,1,3,Romania,True,,,FIFA World Cup,1994
467,1994-06-18,Italy,0,1,Republic of Ireland,True,,,FIFA World Cup,1994
468,1994-06-18,United States,1,1,Switzerland,False,,,FIFA World Cup,1994
469,1994-06-19,Belgium,1,0,Morocco,True,,,FIFA World Cup,1994
470,1994-06-19,Cameroon,2,2,Sweden,True,,,FIFA World Cup,1994
471,1994-06-19,Norway,1,0,Mexico,True,,,FIFA World Cup,1994
472,1994-06-20,Brazil,2,0,Russia,True,,,FIFA World Cup,1994
473,1994-06-20,Netherlands,2,1,Saudi Arabia,True,,,FIFA World Cup,1994
474,1994-06-21,Argentina,4,0,Greece,True,,,FIFA World Cup,1994
475,1994-06-21,Germany,1,1,Spain,True,,,FIFA World Cup,1994
476,1994-06-21,Nigeria,3,0,Bulgaria,True,,,FIFA World Cup,1994
477,1994-06-22,Romania,1,4,Switzerland,True,,,FIFA World Cup,1994
478,1994-06-22,United States,2,1,Colombia,False,,,FIFA World Cup,1994
479,1994-06-23,Italy,1,0,Norway,True,,,FIFA World Cup,1994
480,1994-06-23,South Korea,0,0,Bolivia,True,,,FIFA World Cup,1994
481,1994-06-24,Brazil,3,0,Cameroon,True,,,FIFA World Cup,1994
482,1994-06-24,Mexico,2,1,Republic of Ireland,True,,,FIFA World Cup,1994
483,1994-06-24,Sweden,3,1,Russia,True,,,FIFA World Cup,1994
484,1994-06-25,Argentina,2,1,Nigeria,True,,,FIFA World Cup,1994
485,1994-06-25,Belgium,1,0,Netherlands,True,,,FIFA World Cup,1994
486,1994-06-25,Saudi Arabia,2,1,Morocco,True,,,FIFA World Cup,1994
487,1994-06-26,Bulgaria,4,0,Greece,True,,,FIFA World Cup,1994
488,1994-06-26,Switzerland,0,2,Colombia,True,,,FIFA World Cup,1994
489,1994-06-26,United States,0,1,Romania,False,,,FIFA World Cup,1994
490,1994-06-27,Bolivia,1,3,Spain,True,,,FIFA World Cup,1994
491,1994-06-27,Germany,3,2,South Korea,True,,,FIFA World Cup,1994
492,1994-06-28,Brazil,1,1,Sweden,True,,,FIFA World Cup,1994
493,1994-06-28,Republic of Ireland,0,0,Norway,True,,,FIFA World Cup,1994
494,1994-06-28,Italy,1,1,Mexico,True,,,FIFA World Cup,1994
495,1994-06-28,Russia,6,1,Cameroon,True,,,FIFA World Cup,1994
496,1994-06-29,Belgium,0,1,Saudi Arabia,True,,,FIFA World Cup,1994
497,1994-06-29,Morocco,1,2,Netherlands,True,,,FIFA World Cup,1994
498,1994-06-30,Argentina,0,2,Bulgaria,True,,,FIFA World Cup,1994
499,1994-06-30,Greece,0,2,Nigeria,True,,,FIFA World Cup,1994
500,1994-07-02,Germany,3,2,Belgium,True,,,FIFA World Cup,1994
501,1994-07-02,Spain,3,0,Switzerland,True,,,FIFA World Cup,1994
502,1994-07-03,Romania,3,2,Argentina,True,,,FIFA World Cup,1994
503,1994-07-03,Saudi Arabia,1,3,Sweden,True,,,FIFA World Cup,1994
504,1994-07-04,Netherlands,2,0,Republic of Ireland,True,,,FIFA World Cup,1994
505,1994-07-04,United States,0,1,Brazil,False,,,FIFA World Cup,1994
506,1994-07-05,Mexico,1,1,Bulgaria,True,,,FIFA World Cup,1994
507,1994-07-05,Nigeria,1,2,Italy,True,,,FIFA World Cup,1994
508,1994-07-09,Italy,2,1,Spain,True,,,FIFA World Cup,1994
509,1994-07-09,Netherlands,2,3,Brazil,True,,,FIFA World Cup,1994
510,1994-07-10,Bulgaria,2,1,Germany,True,,,FIFA World Cup,1994
511,1994-07-10,Romania,2,2,Sweden,True,,,FIFA World Cup,1994
512,1994-07-13,Bulgaria,1,2,Italy,True,,,FIFA World Cup,1994
513,1994-07-13,Sweden,0,1,Brazil,True,,,FIFA World Cup,1994
514,1994-07-16,Sweden,4,0,Bulgaria,True,,,FIFA World Cup,1994
515,1994-07-17,Brazil,0,0,Italy,True,,,FIFA World Cup,1994
516,1998-06-10,Brazil,2,1,Scotland,True,False,Group Stage,FIFA World Cup,1998
517,1998-06-10,Morocco,2,2,Norway,True,False,Group Stage,FIFA World Cup,1998
518,1998-06-11,Cameroon,1,1,Austria,True,False,Group Stage,FIFA World Cup,1998
519,1998-06-11,Italy,2,2,Chile,True,False,Group Stage,FIFA World Cup,1998
520,1998-06-12,France,3,0,South Africa,False,False,Group Stage,FIFA World Cup,1998
521,1998-06-12,Paraguay,0,0,Bulgaria,True,False,Group Stage,FIFA World Cup,1998
522,1998-06-12,Saudi Arabia,0,1,Denmark,True,False,Group Stage,FIFA World Cup,1998
523,1998-06-13,South Korea,1,3,Mexico,True,False,Group Stage,FIFA World Cup,1998
524,1998-06-13,Netherlands,0,0,Belgium,True,False,Group Stage,FIFA World Cup,1998
525,1998-06-13,Spain,2,3,Nigeria,True,False,Group Stage,FIFA World Cup,1998
526,1998-06-14,Argentina,1,0,Japan,True,False,Group Stage,FIFA World Cup,1998
527,1998-06-14,Jamaica,1,3,Croatia,True,False,Group Stage,FIFA World Cup,1998
528,1998-06-14,Serbia,1,0,Iran,True,False,Group Stage,FIFA World Cup,1998
529,1998-06-15,England,2,0,Tunisia,True,False,Group Stage,FIFA World Cup,1998
530,1998-06-15,Germany,2,0,United States,True,False,Group Stage,FIFA World Cup,1998
531,1998-06-15,Romania,1,0,Colombia,True,False,Group Stage,FIFA World Cup,1998
532,1998-06-16,Brazil,3,0,Morocco,True,False,Group Stage,FIFA World Cup,1998
533,1998-06-16,Scotland,1,1,Norway,True,False,Group Stage,FIFA World Cup,1998
534,1998-06-17,Chile,1,1,Austria,True,False,Group Stage,FIFA World Cup,1998
535,1998-06-17,Italy,3,0,Cameroon,True,False,Group Stage,FIFA World Cup,1998
536,1998-06-18,France,4,0,Saudi Arabia,False,False,Group Stage,FIFA World Cup,1998
537,1998-06-18,South Africa,1,1,Denmark,True,False,Group Stage,FIFA World Cup,1998
538,1998-06-19,Nigeria,1,0,Bulgaria,True,False,Group Stage,FIFA World Cup,1998
539,1998-06-19,Spain,0,0,Paraguay,True,False,Group Stage,FIFA World Cup,1998
540,1998-06-20,Belgium,2,2,Mexico,True,False,Group Stage,FIFA World Cup,1998
541,1998-06-20,Japan,0,1,Croatia,True,False,Group Stage,FIFA World Cup,1998
542,1998-06-20,Netherlands,5,0,South Korea,True,False,Group Stage,FIFA World Cup,1998
543,1998-06-21,Argentina,5,0,Jamaica,True,False,Group Stage,FIFA World Cup,1998
544,1998-06-21,Germany,2,2,Serbia,True,False,Group Stage,FIFA World Cup,1998
545,1998-06-21,United States,1,2,Iran,True,False,Group Stage,FIFA World Cup,1998
546,1998-06-22,Colombia,1,0,Tunisia,True,False,Group Stage,FIFA World Cup,1998
547,1998-06-22,Romania,2,1,England,True,False,Group Stage,FIFA World Cup,1998
548,1998-06-23,Brazil,1,2,Norway,True,False,Group Stage,FIFA World Cup,1998
549,1998-06-23,Chile,1,1,Cameroon,True,False,Group Stage,FIFA World Cup,1998
550,1998-06-23,Italy,2,1,Austria,True,False,Group Stage,FIFA World Cup,1998
551,1998-06-23,Scotland,0,3,Morocco,True,False,Group Stage,FIFA World Cup,1998
552,1998-06-24,France,2,1,Denmark,False,False,Group Stage,FIFA World Cup,1998
553,1998-06-24,Nigeria,1,3,Paraguay,True,False,Group Stage,FIFA World Cup,1998
554,1998-06-24,South Africa,2,2,Saudi Arabia,True,False,Group Stage,FIFA World Cup,1998
555,1998-06-24,Spain,6,1,Bulgaria,True,False,Group Stage,FIFA World Cup,1998
556,1998-06-25,Belgium,1,1,South Korea,True,False,Group Stage,FIFA World Cup,1998
557,1998-06-25,Germany,2,0,Iran,True,False,Group Stage,FIFA World Cup,1998
558,1998-06-25,Netherlands,2,2,Mexico,True,False,Group Stage,FIFA World Cup,1998
559,1998-06-25,United States,0,1,Serbia,True,False,Group Stage,FIFA World Cup,1998
560,1998-06-26,Argentina,1,0,Croatia,True,False,Group Stage,FIFA World Cup,1998
561,1998-06-26,Colombia,0,2,England,True,False,Group Stage,FIFA World Cup,1998
562,1998-06-26,Japan,1,2,Jamaica,True,False,Group Stage,FIFA World Cup,1998
563,1998-06-26,Romania,1,1,Tunisia,True,False,Group Stage,FIFA World Cup,1998
564,1998-06-27,Brazil,4,1,Chile,True,True,Round of 16,FIFA World Cup,1998
565,1998-06-27,Italy,1,0,Norway,True,True,Round of 16,FIFA World Cup,1998
566,1998-06-28,France,1,0,Paraguay,False,True,Round of 16,FIFA World Cup,1998
567,1998-06-28,Nigeria,1,4,Denmark,True,True,Round of 16,FIFA World Cup,1998
568,1998-06-29,Germany,2,1,Mexico,True,True,Round of 16,FIFA World Cup,1998
569,1998-06-29,Netherlands,2,1,Serbia,True,True,Round of 16,FIFA World Cup,1998
570,1998-06-30,Argentina,2,2,England,True,True,Round of 16,FIFA World Cup,1998
571,1998-06-30,Romania,0,1,Croatia,True,True,Round of 16,FIFA World Cup,1998
572,1998-07-03,Brazil,3,2,Denmark,True,True,Quarterfinal,FIFA World Cup,1998
573,1998-07-03,France,0,0,Italy,False,True,Quarterfinal,FIFA World Cup,1998
574,1998-07-04,Germany,0,3,Croatia,True,True,Quarterfinal,FIFA World Cup,1998
575,1998-07-04,Netherlands,2,1,Argentina,True,True,Quarterfinal,FIFA World Cup,1998
576,1998-07-07,Brazil,1,1,Netherlands,True,True,Semifinal,FIFA World Cup,1998
577,1998-07-08,France,2,1,Croatia,False,True,Semifinal,FIFA World Cup,1998
578,1998-07-11,Netherlands,1,2,Croatia,True,True,Third place,FIFA World Cup,1998
579,1998-07-12,France,3,0,Brazil,False,True,Final,FIFA World Cup,1998
580,2002-05-31,France,0,1,Senegal,True,False,Group Stage,FIFA World Cup,2002
581,2002-06-01,Germany,8,0,Saudi Arabia,True,False,Group Stage,FIFA World Cup,2002
582,2002-06-01,Republic of Ireland,1,1,Cameroon,True,False,Group Stage,FIFA World Cup,2002
583,2002-06-01,Uruguay,1,2,Denmark,True,False,Group Stage,FIFA World Cup,2002
584,2002-06-02,Argentina,1,0,Nigeria,True,False,Group Stage,FIFA World Cup,2002
585,2002-06-02,England,1,1,Sweden,True,False,Group Stage,FIFA World Cup,2002
586,2002-06-02,Paraguay,2,2,South Africa,True,False,Group Stage,FIFA World Cup,2002
587,2002-06-02,Spain,3,1,Slovenia,True,False,Group Stage,FIFA World Cup,2002
588,2002-06-03,Brazil,2,1,Turkey,True,False,Group Stage,FIFA World Cup,2002
589,2002-06-03,Croatia,0,1,Mexico,True,False,Group Stage,FIFA World Cup,2002
590,2002-06-03,Italy,2,0,Ecuador,True,False,Group Stage,FIFA World Cup,2002
591,2002-06-04,China PR,0,2,Costa Rica,True,False,Group Stage,FIFA World Cup,2002
592,2002-06-04,Japan,2,2,Belgium,False,False,Group Stage,FIFA World Cup,2002
593,2002-06-04,South Korea,2,0,Poland,False,False,Group Stage,FIFA World Cup,2002
594,2002-06-05,Germany,1,1,Republic of Ireland,True,False,Group Stage,FIFA World Cup,2002
595,2002-06-05,Russia,2,0,Tunisia,True,False,Group Stage,FIFA World Cup,2002
596,2002-06-05,United States,3,2,Portugal,True,False,Group Stage,FIFA World Cup,2002
597,2002-06-06,Cameroon,1,0,Saudi Arabia,True,False,Group Stage,FIFA World Cup,2002
598,2002-06-06,Denmark,1,1,Senegal,True,False,Group Stage,FIFA World Cup,2002
599,2002-06-06,France,0,0,Uruguay,True,False,Group Stage,FIFA World Cup,2002
600,2002-06-07,Argentina,0,1,England,True,False,Group Stage,FIFA World Cup,2002
601,2002-06-07,Spain,3,1,Paraguay,True,False,Group Stage,FIFA World Cup,2002
602,2002-06-07,Sweden,2,1,Nigeria,True,False,Group Stage,FIFA World Cup,2002
603,2002-06-08,Brazil,4,0,China PR,True,False,Group Stage,FIFA World Cup,2002
604,2002-06-08,Italy,1,2,Croatia,True,False,Group Stage,FIFA World Cup,2002
605,2002-06-08,South Africa,1,0,Slovenia,True,False,Group Stage,FIFA World Cup,2002
606,2002-06-09,Costa Rica,1,1,Turkey,True,False,Group Stage,FIFA World Cup,2002
607,2002-06-09,Japan,1,0,Russia,False,False,Group Stage,FIFA World Cup,2002
608,2002-06-09,Mexico,2,1,Ecuador,True,False,Group Stage,FIFA World Cup,2002
609,2002-06-10,South Korea,1,1,United States,False,False,Group Stage,FIFA World Cup,2002
610,2002-06-10,Portugal,4,0,Poland,True,False,Group Stage,FIFA World Cup,2002
611,2002-06-10,Tunisia,1,1,Belgium,True,False,Group Stage,FIFA World Cup,2002
612,2002-06-11,Cameroon,0,2,Germany,True,False,Group Stage,FIFA World Cup,2002
613,2002-06-11,Denmark,2,0,France,True,False,Group Stage,FIFA World Cup,2002
614,2002-06-11,Saudi Arabia,0,3,Republic of Ireland,True,False,Group Stage,FIFA World Cup,2002
615,2002-06-11,Senegal,3,3,Uruguay,True,False,Group Stage,FIFA World Cup,2002
616,2002-06-12,Nigeria,0,0,England,True,False,Group Stage,FIFA World Cup,2002
617,2002-06-12,Slovenia,1,3,Paraguay,True,False,Group Stage,FIFA World Cup,2002
618,2002-06-12,South Africa,2,3,Spain,True,False,Group Stage,FIFA World Cup,2002
619,2002-06-12,Sweden,1,1,Argentina,True,False,Group Stage,FIFA World Cup,2002
620,2002-06-13,Costa Rica,2,5,Brazil,True,False,Group Stage,FIFA World Cup,2002
621,2002-06-13,Ecuador,1,0,Croatia,True,False,Group Stage,FIFA World Cup,2002
622,2002-06-13,Mexico,1,1,Italy,True,False,Group Stage,FIFA World Cup,2002
623,2002-06-13,Turkey,3,0,China PR,True,False,Group Stage,FIFA World Cup,2002
624,2002-06-14,Belgium,3,2,Russia,True,False,Group Stage,FIFA World Cup,2002
625,2002-06-14,Japan,2,0,Tunisia,False,False,Group Stage,FIFA World Cup,2002
626,2002-06-14,South Korea,1,0,Portugal,False,False,Group Stage,FIFA World Cup,2002
627,2002-06-14,Poland,3,1,United States,True,False,Group Stage,FIFA World Cup,2002
628,2002-06-15,Denmark,0,3,England,True,True,Round of 16,FIFA World Cup,2002
629,2002-06-15,Germany,1,0,Paraguay,True,True,Round of 16,FIFA World Cup,2002
630,2002-06-16,Spain,1,1,Republic of Ireland,True,True,Round of 16,FIFA World Cup,2002
631,2002-06-16,Sweden,1,2,Senegal,True,True,Round of 16,FIFA World Cup,2002
632,2002-06-17,Brazil,2,0,Belgium,True,True,Round of 16,FIFA World Cup,2002
633,2002-06-17,Mexico,0,2,United States,True,True,Round of 16,FIFA World Cup,2002
634,2002-06-18,Japan,0,1,Turkey,False,True,Round of 16,FIFA World Cup,2002
635,2002-06-18,South Korea,2,1,Italy,False,True,Round of 16,FIFA World Cup,2002
636,2002-06-21,England,1,2,Brazil,True,True,Quarterfinal,FIFA World Cup,2002
637,2002-06-21,Germany,1,0,United States,True,True,Quarterfinal,FIFA World Cup,2002
638,2002-06-22,South Korea,0,0,Spain,False,True,Quarterfinal,FIFA World Cup,2002
639,2002-06-22,Senegal,0,1,Turkey,True,True,Quarterfinal,FIFA World Cup,2002
640,2002-06-25,South Korea,0,1,Germany,False,True,Semifinal,FIFA World Cup,2002
641,2002-06-26,Brazil,1,0,Turkey,True,True,Semifinal,FIFA World Cup,2002
642,2002-06-29,South Korea,2,3,Turkey,False,True,Third place,FIFA World Cup,2002
643,2002-06-30,Germany,0,2,Brazil,True,True,Final,FIFA World Cup,2002
644,2006-06-09,Germany,4,2,Costa Rica,False,False,Group Stage,FIFA World Cup,2006
645,2006-06-09,Poland,0,2,Ecuador,True,False,Group Stage,FIFA World Cup,2006
646,2006-06-10,Argentina,2,1,Ivory Coast,True,False,Group Stage,FIFA World Cup,2006
647,2006-06-10,England,1,0,Paraguay,True,False,Group Stage,FIFA World Cup,2006
648,2006-06-10,Trinidad and Tobago,0,0,Sweden,True,False,Group Stage,FIFA World Cup,2006
649,2006-06-11,Angola,0,1,Portugal,True,False,Group Stage,FIFA World Cup,2006
650,2006-06-11,Mexico,3,1,Iran,True,False,Group Stage,FIFA World Cup,2006
651,2006-06-11,Serbia,0,1,Netherlands,True,False,Group Stage,FIFA World Cup,2006
652,2006-06-12,Australia,3,1,Japan,True,False,Group Stage,FIFA World Cup,2006
653,2006-06-12,Italy,2,0,Ghana,True,False,Group Stage,FIFA World Cup,2006
654,2006-06-12,United States,0,3,Czech Republic,True,False,Group Stage,FIFA World Cup,2006
655,2006-06-13,Brazil,1,0,Croatia,True,False,Group Stage,FIFA World Cup,2006
656,2006-06-13,France,0,0,Switzerland,True,False,Group Stage,FIFA World Cup,2006
657,2006-06-13,South Korea,2,1,Togo,True,False,Group Stage,FIFA World Cup,2006
658,2006-06-14,Germany,1,0,Poland,False,False,Group Stage,FIFA World Cup,2006
659,2006-06-14,Spain,4,0,Ukraine,True,False,Group Stage,FIFA World Cup,2006
660,2006-06-14,Tunisia,2,2,Saudi Arabia,True,False,Group Stage,FIFA World Cup,2006
661,2006-06-15,Ecuador,3,0,Costa Rica,True,False,Group Stage,FIFA World Cup,2006
662,2006-06-15,England,2,0,Trinidad and Tobago,True,False,Group Stage,FIFA World Cup,2006
663,2006-06-15,Sweden,1,0,Paraguay,True,False,Group Stage,FIFA World Cup,2006
664,2006-06-16,Argentina,6,0,Serbia,True,False,Group Stage,FIFA World Cup,2006
665,2006-06-16,Mexico,0,0,Angola,True,False,Group Stage,FIFA World Cup,2006
666,2006-06-16,Netherlands,2,1,Ivory Coast,True,False,Group Stage,FIFA World Cup,2006
667,2006-06-17,Czech Republic,0,2,Ghana,True,False,Group Stage,FIFA World Cup,2006
668,2006-06-17,Italy,1,1,United States,True,False,Group Stage,FIFA World Cup,2006
669,2006-06-17,Portugal,2,0,Iran,True,False,Group Stage,FIFA World Cup,2006
670,2006-06-18,Brazil,2,0,Australia,True,False,Group Stage,FIFA World Cup,2006
671,2006-06-18,France,1,1,South Korea,True,False,Group Stage,FIFA World Cup,2006
672,2006-06-18,Japan,0,0,Croatia,True,False,Group Stage,FIFA World Cup,2006
673,2006-06-19,Saudi Arabia,0,4,Ukraine,True,False,Group Stage,FIFA World Cup,2006
674,2006-06-19,Spain,3,1,Tunisia,True,False,Group Stage,FIFA World Cup,2006
675,2006-06-19,Togo,0,2,Switzerland,True,False,Group Stage,FIFA World Cup,2006
676,2006-06-20,Costa Rica,1,2,Poland,True,False,Group Stage,FIFA World Cup,2006
677,2006-06-20,Germany,3,0,Ecuador,False,False,Group Stage,FIFA World Cup,2006
678,2006-06-20,Paraguay,2,0,Trinidad and Tobago,True,False,Group Stage,FIFA World Cup,2006
679,2006-06-20,Sweden,2,2,England,True,False,Group Stage,FIFA World Cup,2006
680,2006-06-21,Iran,1,1,Angola,True,False,Group Stage,FIFA World Cup,2006
681,2006-06-21,Ivory Coast,3,2,Serbia,True,False,Group Stage,FIFA World Cup,2006
682,2006-06-21,Netherlands,0,0,Argentina,True,False,Group Stage,FIFA World Cup,2006
683,2006-06-21,Portugal,2,1,Mexico,True,False,Group Stage,FIFA World Cup,2006
684,2006-06-22,Croatia,2,2,Australia,True,False,Group Stage,FIFA World Cup,2006
685,2006-06-22,Czech Republic,0,2,Italy,True,False,Group Stage,FIFA World Cup,2006
686,2006-06-22,Ghana,2,1,United States,True,False,Group Stage,FIFA World Cup,2006
687,2006-06-22,Japan,1,4,Brazil,True,False,Group Stage,FIFA World Cup,2006
688,2006-06-23,Saudi Arabia,0,1,Spain,True,False,Group Stage,FIFA World Cup,2006
689,2006-06-23,Switzerland,2,0,South Korea,True,False,Group Stage,FIFA World Cup,2006
690,2006-06-23,Togo,0,2,France,True,False,Group Stage,FIFA World Cup,2006
691,2006-06-23,Ukraine,1,0,Tunisia,True,False,Group Stage,FIFA World Cup,2006
692,2006-06-24,Argentina,2,1,Mexico,True,True,Round of 16,FIFA World Cup,2006
693,2006-06-24,Germany,2,0,Sweden,False,True,Round of 16,FIFA World Cup,2006
694,2006-06-25,England,1,0,Ecuador,True,True,Round of 16,FIFA World Cup,2006
695,2006-06-25,Portugal,1,0,Netherlands,True,True,Round of 16,FIFA World Cup,2006
696,2006-06-26,Italy,1,0,Australia,True,True,Round of 16,FIFA World Cup,2006
697,2006-06-26,Switzerland,0,0,Ukraine,True,True,Round of 16,FIFA World Cup,2006
698,2006-06-27,Brazil,3,0,Ghana,True,True,Round of 16,FIFA World Cup,2006
699,2006-06-27,Spain,1,3,France,True,True,Round of 16,FIFA World Cup,2006
700,2006-06-30,Germany,1,1,Argentina,False,True,Quarterfinal,FIFA World Cup,2006
701,2006-06-30,Italy,3,0,Ukraine,True,True,Quarterfinal,FIFA World Cup,2006
702,2006-07-01,Brazil,0,1,France,True,True,Quarterfinal,FIFA World Cup,2006
703,2006-07-01,England,0,0,Portugal,True,True,Quarterfinal,FIFA World Cup,2006
704,2006-07-04,Germany,0,2,Italy,False,True,Semifinal,FIFA World Cup,2006
705,2006-07-05,Portugal,0,1,France,True,True,Semifinal,FIFA World Cup,2006
706,2006-07-08,Germany,3,1,Portugal,False,True,Third place,FIFA World Cup,2006
707,2006-07-09,Italy,1,1,France,True,True,Final,FIFA World Cup,2006
708,2010-06-11,South Africa,1,1,Mexico,False,False,Group Stage,FIFA World Cup,2010
709,2010-06-11,Uruguay,0,0,France,True,False,Group Stage,FIFA World Cup,2010
710,2010-06-12,Argentina,1,0,Nigeria,True,False,Group Stage,FIFA World Cup,2010
711,2010-06-12,England,1,1,United States,True,False,Group Stage,FIFA World Cup,2010
712,2010-06-12,South Korea,2,0,Greece,True,False,Group Stage,FIFA World Cup,2010
713,2010-06-13,Algeria,0,1,Slovenia,True,False,Group Stage,FIFA World Cup,2010
714,2010-06-13,Germany,4,0,Australia,True,False,Group Stage,FIFA World Cup,2010
715,2010-06-13,Serbia,0,1,Ghana,True,False,Group Stage,FIFA World Cup,2010
716,2010-06-14,Italy,1,1,Paraguay,True,False,Group Stage,FIFA World Cup,2010
717,2010-06-14,Japan,1,0,Cameroon,True,False,Group Stage,FIFA World Cup,2010
718,2010-06-14,Netherlands,2,0,Denmark,True,False,Group Stage,FIFA World Cup,2010
719,2010-06-15,Brazil,2,1,North Korea,True,False,Group Stage,FIFA World Cup,2010
720,2010-06-15,Ivory Coast,0,0,Portugal,True,False,Group Stage,FIFA World Cup,2010
721,2010-06-15,New Zealand,1,1,Slovakia,True,False,Group Stage,FIFA World Cup,2010
722,2010-06-16,Honduras,0,1,Chile,True,False,Group Stage,FIFA World Cup,2010
723,2010-06-16,South Africa,0,3,Uruguay,False,False,Group Stage,FIFA World Cup,2010
724,2010-06-16,Spain,0,1,Switzerland,True,False,Group Stage,FIFA World Cup,2010
725,2010-06-17,Argentina,4,1,South Korea,True,False,Group Stage,FIFA World Cup,2010
726,2010-06-17,France,0,2,Mexico,True,False,Group Stage,FIFA World Cup,2010
727,2010-06-17,Greece,2,1,Nigeria,True,False,Group Stage,FIFA World Cup,2010
728,2010-06-18,England,0,0,Algeria,True,False,Group Stage,FIFA World Cup,2010
729,2010-06-18,Germany,0,1,Serbia,True,False,Group Stage,FIFA World Cup,2010
730,2010-06-18,Slovenia,2,2,United States,True,False,Group Stage,FIFA World Cup,2010
731,2010-06-19,Cameroon,1,2,Denmark,True,False,Group Stage,FIFA World Cup,2010
732,2010-06-19,Ghana,1,1,Australia,True,False,Group Stage,FIFA World Cup,2010
733,2010-06-19,Netherlands,1,0,Japan,True,False,Group Stage,FIFA World Cup,2010
734,2010-06-20,Brazil,3,1,Ivory Coast,True,False,Group Stage,FIFA World Cup,2010
